identifier;type;title;author;author_gender;source;source_number;source_place;source_date;publication_date;publication_place;pages;literary epoch;decade
Teksty_teoria_literatury_krytyka_interpretacja-r1980-t-n5_(53)-s118-125;article;Tadeusz Kudliński - zapomniany teoretyk symultanizmu;Seweryna Wysłouch;b.d.;Teksty teoria literatury krytyka interpretacja;nr 5 (53);;1980;;;s. 118-125;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1980-t-n3_(51)-s33-47;article;Pustelnik - mędrzec - kusiciel;Jan Tomkowski;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 3 (51);;1980;;;s. 33-47;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1980-t-n3_(51)-s138-149;article;Tomasz Mann i Nietzsche;Elżbieta Feliksiak;kobieta;Teksty teoria literatury krytyka interpretacja;nr 3 (51);;1980;;;s. 138-149;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1980-t-n3_(51)-s161-163;article;Nowe wydanie dzieł Nietzschego;Karol Sauerland;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 3 (51);;1980;;;s. 161-163;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n3_(57)-s5-34;article;Odbiór i odbiorca w procesie historycznoliterackim;Janusz Sławiński;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 3 (57);;1981;;;s. 5-34;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n3_(57)-s134-137;article;Dwie książki Żółkiewskiego;Marek Karpiński;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 3 (57);;1981;;;s. 134-137;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n1_(55)-s80-107;article;Stachura (I);Andrzej Falkiewicz;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 1 (55);;1981;;;s. 80-107;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n1_(55)-s119-138;article;O opisie;Janusz Sławiński;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 1 (55);;1981;;;s. 119-138;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n4_5_(58_59)-s1-3;article;Polak, poeta, Miłosz;Edward Balcerzan;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 4 5 (58 59);;1981;;;s. 1-3;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n4_5_(58_59)-s5-26;article;Miejsce Miłosza w literaturze polskiej;Jerzy Kwiatkowski;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 4 5 (58 59);;1981;;;s. 5-26;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n4_5_(58_59)-s27-51;article;Epifanie Miłosza;Jan Błoński;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 4 5 (58 59);;1981;;;s. 27-51;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n4_5_(58_59)-s93-114;article;Dialog wolności i konieczności albo historyczne wtajemniczenie;Tomasz Burek;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 4 5 (58 59);;1981;;;s. 93-114;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n4_5_(58_59)-s134-154;article;Poza ziemią Ulro;Marian Stala;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 4 5 (58 59);;1981;;;s. 134-154;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n2_(56)-s58-75;article;Czytelnik gapiem;Maria Indyk;kobieta;Teksty teoria literatury krytyka interpretacja;nr 2 (56);;1981;;;s. 58-75;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n2_(56)-s103-109;article;Między ergocentryzmem a poietocentryzmem : z psychologistycznej personologii literaturoznawczej Lascellesa Abercrombiego (1925);Stanisław Dąbrowski;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 2 (56);;1981;;;s. 103-109;1945-1989;1980
Tematy_i_Konteksty-r2013-t-n3_(8)-s375-390;article;"""Wir sind alle mehr oder weniger in Galizien geboren""";Mieczysław Inglot;mężczyzna;Tematy i Konteksty;nr 3 (8);;2013;;;s. 375-390;Po 1989;2010
Tematy_i_Konteksty-r2016-t-n6_(11)-s494-497;article;Sienkiewicza przygody z literaturą „trzecią”;Barbara Szargot;kobieta;Tematy i Konteksty;nr 6 (11);;2016;;;s. 494-497;Po 1989;2010
Tematy_i_Konteksty-r2015-t-n5_(10)-s67-84;article;Polska powieść polityczna u progu XXI wieku : o prozie Bronisława Wildsteina;Kamila Kania;kobieta;Tematy i Konteksty;nr 5 (10);;2015;;;s. 67-84;Po 1989;2010
Tematy_i_Konteksty-r2015-t-n5_(10)-s212-220;article;"Współczesna manekinka : o bohaterce ""Zaplecza"" Marty Syrwid";Bożena Fąfara;kobieta;Tematy i Konteksty;nr 5 (10);;2015;;;s. 212-220;Po 1989;2010
Teksty_teoria_literatury_krytyka_interpretacja-r1981-t-n6_(60)-s83-104;article;Partyzancki raj;Jerzy Święch;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 6 (60);;1981;;;s. 83-104;1945-1989;1980
Acta_Universitatis_Lodziensis_Folia_Litteraria_Polonica-r2006-t8-s143-157;article;"Polityka i historia jako gra w ""Faraonie"" Bolesława Prusa : (w kontekście Bachtinowskiej teorii karnawalizacji)";Magdalena Rumińska;kobieta;Acta Universitatis Lodziensis Folia Litteraria Polonica;t. 8;;2006;;;s. 143-157;Po 1989;2000
Acta_Universitatis_Lodziensis_Folia_Litteraria_Polonica-r2006-t8-s483-485;article;Mankamęty, poliględźby, bezecenzje... : Barańczaka prywatna teoria gatunków;Dorota Pachołowska;kobieta;Acta Universitatis Lodziensis Folia Litteraria Polonica;t. 8;;2006;;;s. 483-485;Po 1989;2000
Acta_Universitatis_Lodziensis._Folia_Litteraria_Polonica_00000248;article;Finis coronat opus? O zakończeniach artykułów literaturoznawczych;Chyła, Karolina | Garczarek, Krzysztof | Poręba, Izabela;kobieta | mężczyzna | kobieta;Acta Universitatis Lodziensis. Folia Litteraria Polonica;Tom 63 Nr 4 (2021): Studia literaturoznawcze. Wokół XX wieku;;2021;;;127-149;Po 1989;2020
Acta_Universitatis_Lodziensis._Folia_Litteraria_Polonica_00000251;article;Wróżki w przebraniu. Recepcja baśni pani d’Aulnoy w Polsce – rekonesans badawczy;Kaczyńska, Barbara;kobieta;Acta Universitatis Lodziensis. Folia Litteraria Polonica;Tom 61 Nr 2 (2021): Między kulturami i literaturami: struktura zamknięta, struktura otwarta;;2021;;;39-58;Po 1989;2020
Autobiografia._Literatura_-_Kultura_-_Media_00000387;article;Kryminalne gry z czytelnikiem;Poświatowska, Julia;kobieta;Autobiografia. Literatura - Kultura - Media;nr 1 (4);;2015;;;;Po 1989;2010
Autobiografia._Literatura_-_Kultura_-_Media_00000393;article;Otto Weininger: mizogin i profeminista?;Wojnicka, Katarzyna;kobieta;Autobiografia. Literatura - Kultura - Media;nr 1 (6);;2016;;;;Po 1989;2010
polona0000001900_16_197-252;;Fantazya i bliższy jej rozbiór;Kremer, Józef;mężczyzna;Listy z Krakowa. T. 1, Wstępne zasady estetyki i Dzieje artystycznéj fantazyi : część piérwsza;;;;1877;;;Pozytywizm;1870
Autobiografia._Literatura_-_Kultura_-_Media_00000425;article;„Egoistyczne analizy to moja ulubiona praca”. Rękopisy Broni Baum, czyli kiedy wiersz staje się egodokumentem;Lisek, Joanna;kobieta;Autobiografia. Literatura - Kultura - Media;nr 1 (8);;2017;;;;Po 1989;2010
Autobiografia._Literatura_-_Kultura_-_Media_00000525;article;Podkradania. O książce Nieuchronny plagiat Macieja Jakubowiaka;Nieroda, Łukasz;mężczyzna;Autobiografia. Literatura - Kultura - Media;nr 2 (11);;2018;;;;Po 1989;2010
Autobiografia._Literatura_-_Kultura_-_Media_00000535;article;Etnolog i pisarz. O autokreacji w romologicznej spuściźnie Jerzego Ficowskiego;KLEDZIK, EMILIA;b.d.;Autobiografia. Literatura - Kultura - Media;nr 1 (12);;2019;;;;Po 1989;2010
Autobiografia._Literatura_-_Kultura_-_Media_00000581;article;Zapomniana historia choroby Anny Iwaszkiewiczowej;PERKOWSKA, ELIZA;b.d.;Autobiografia. Literatura - Kultura - Media;nr 2 (15);;2020;;;;Po 1989;2020
Autobiografia._Literatura_-_Kultura_-_Media_00000582;article;Auto/biografie (z) listów. Schulz – Ficowski – Kandziora;MARZEC, LUCYNA;b.d.;Autobiografia. Literatura - Kultura - Media;nr 2 (15);;2020;;;;Po 1989;2020
Autobiografia._Literatura_-_Kultura_-_Media_00000595;article;Autobiografia wojownika kultury: Elio Vittorini i jego Diario in pubblico;RELLA, ANGELO;b.d.;Autobiografia. Literatura - Kultura - Media;nr 1 (16);;2021;;;;Po 1989;2020
Białostockie_Studia_Literaturoznawcze_00000631;article;Odkrywanie cielesności. O bohaterkach powieści „Łuk” Juliusza Kadena-Bandrowskiego i „Kochanek Lady Chatterley” Dawida Herberta Lawrence’a;Głowacka-Czarnopyś, Greta;kobieta;Białostockie Studia Literaturoznawcze;Nr 13 (2018);;2018;;;233-248;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000635;article;„O miłości, bez erotyzmu”. Lektura ﬁlologiczna Podwójnego oddechu Zbigniewa Herberta;Tomasik, Tomasz;mężczyzna;Białostockie Studia Literaturoznawcze;Nr 12 (2018);;2018;;;59-77;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000691;article;Doświadczenie „tamtego świata” w poezji Tomasza Różyckiego;Chomiuk, Aleksandra;kobieta;Białostockie Studia Literaturoznawcze;Nr 11 (2017);;2017;;;81-96;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000713;article;Realizm ekologiczny wobec ekokrytyki i zookrytyki;Trusewicz, Katarzyna;kobieta;Białostockie Studia Literaturoznawcze;Nr 10 (2017);;2017;;;93-102;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000731;article;Geografia w Księgach Jakubowych Olgi Tokarczuk – przypadek Iwania;Larenta, Anna;kobieta;Białostockie Studia Literaturoznawcze;Nr 9 (2016);;2016;;;209-219;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000756;article;Nowoczesny homo ludens. Paryski hipodrom w korespondencji Henryka Sienkiewicza;Zalewski, Cezary;mężczyzna;Białostockie Studia Literaturoznawcze;Nr 8 (2016);;2016;;;109-126;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000757;article;Figury nieobecności / Retoryka pustki;Szalewska, Katarzyna;kobieta;Białostockie Studia Literaturoznawcze;Nr 8 (2016);;2016;;;7-21;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000879;article;„Północ – to moja fabuła”. Polarne epifanie Jana Józefa Szczepańskiego i Mariusza Wilka;Winnicki, Robert;mężczyzna;Białostockie Studia Literaturoznawcze;Nr 2 (2011);;2011;;;67-83;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000887;article;„Litwa”, Podlasie i kartofle. O pewnej narracji regionalnej;Zawadzka, Danuta;kobieta;Białostockie Studia Literaturoznawcze;Nr 1 (2010);;2010;;;77-96;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000889;article;Rosja „poza bedekerem”. Uwagi na marginesie „cyklu północnego” Mariusza Wilka;Chomiuk, Aleksandra;kobieta;Białostockie Studia Literaturoznawcze;Nr 1 (2010);;2010;;;121-134;Po 1989;2010
Białostockie_Studia_Literaturoznawcze_00000931;article;Kuglarze w dramat walą. Adam Polewka i szopkowo-farsowe inspiracje w dramaturgii dwudziestolecia międzywojennego;Nabiałek, Magda;kobieta;Białostockie Studia Literaturoznawcze;Nr 18 (2021);;2021;;;121-135;Po 1989;2020
Białostockie_Studia_Literaturoznawcze_00000946;article;Wspólnota rozszerzona;Głowacka, Ewelina;kobieta;Białostockie Studia Literaturoznawcze;Nr 19 (2021);;2021;;;195-206;Po 1989;2020
Colloquia_Litteraria_00001145;article;KRÓL-DUCH JULIUSZA SŁOWACKIEGO W RECEPCJI JAROSŁAWA IWASZKIEWICZA;Gędas, Katarzyna;kobieta;Colloquia Litteraria;Tom 19 Nr 2 (2015): Niedoceniona i przeceniona – literatura polska po 1989 roku;;2015;;;133-162;Po 1989;2010
Colloquia_Litteraria_00001209;article;Teatr duszy Władysława St. Reymonta. O antynomiach postaw epistolarnych noblisty;Osińska, Anna;kobieta;Colloquia Litteraria;Tom 24 Nr 1 (2018);;2018;;;63-78;Po 1989;2010
Czytanie_Literatury._Łódzkie_Studia_Literaturoznawcze_00001334;article;O Leśmianowskiej „Niedzieli” raz jeszcze;Pietrych, Krystyna;kobieta;Czytanie Literatury. Łódzkie Studia Literaturoznawcze;7;;2018-12-30;;;;Po 1989;2010
Czytanie_Literatury._Łódzkie_Studia_Literaturoznawcze_00001357;article;Między Krywaniem Tetmajera a Krywaniem Goorala – intermedialne losy jednej pieśni;Kościelniak-Woźniak, Maria;kobieta;Czytanie Literatury. Łódzkie Studia Literaturoznawcze;10;;2021-12-30;;;;Po 1989;2020
Czytanie_Literatury._Łódzkie_Studia_Literaturoznawcze_00001365;article;Przeobrażenia w polu literackim – przemieszczenia, parcelacje, zanikanie. Recenzja książki Elżbiety Winieckiej Poszerzanie pola literackiego. Studia o literackości w internecie (Universitas, Kraków 2020);Czyżak, Agnieszka;kobieta;Czytanie Literatury. Łódzkie Studia Literaturoznawcze;10;;2021-12-30;;;;Po 1989;2020
Czytanie_Literatury._Łódzkie_Studia_Literaturoznawcze_00001393;article;Kwestia wstydu – wokół utworu przyj dziewczę przyj Tadeusza Różewicza;Czyżak, Agnieszka;kobieta;Czytanie Literatury. Łódzkie Studia Literaturoznawcze;2;;2013;;;;Po 1989;2010
Czytanie_Literatury._Łódzkie_Studia_Literaturoznawcze_00001413;article;Wiele twarzy Belmonta;Badowska, Katarzyna;kobieta;Czytanie Literatury. Łódzkie Studia Literaturoznawcze;2;;2013;;;;Po 1989;2010
Czytanie_Literatury._Łódzkie_Studia_Literaturoznawcze_00001425;article;Odnawianie znaczeń. Strategie czytania literatury polskiego renesansu i baroku;Szczukowski, Ireneusz;mężczyzna;Czytanie Literatury. Łódzkie Studia Literaturoznawcze;2;;2013;;;;Po 1989;2010
Forum_Poetyki_00001576;article;Poeci, afekty i miejsca wspólne czyli In Memory of My Feelings Franka O’Hary i Cover Andrzeja Sosnowskiego w perspektywie autotematycznej;Waligóra, Agnieszka Waligóra;kobieta;Forum Poetyki;Nr 17 (2019): lato 2019;;2019;;;84-97;Po 1989;2010
Forum_Poetyki_00001582;article;Interpoetyka autobiograficzna. Wojenna twórczość Franciszki i Stefana Themersonów;Sroka, Honorata;kobieta;Forum Poetyki;Nr 18 (2019): jesień 2019;;2019;;;64-75;Po 1989;2010
Forum_Poetyki_00001617;article;Gdzie się zbudziłem, czyli poranek w bloku według Stanisława Barańczaka;Grądziel-Wójcik, Joanna;kobieta;Forum Poetyki;Nr 1 (2015): lato 2015;;2015;;;60-71;Po 1989;2010
Forum_Poetyki_00001645;article;Powidok intertekstualny;Kwiatkowska, Agnieszka;kobieta;Forum Poetyki;Nr 3 (2016): zima 2016;;2016;;;72-77;Po 1989;2010
Forum_Poetyki_00001648;article;Poza poezją nie ma zbawienia? Kilka pytań do Zofii Król;Krajewska, Joanna;kobieta;Forum Poetyki;Nr 3 (2016): zima 2016;;2016;;;96-99;Po 1989;2010
Forum_Poetyki_00001682;article;Struktury w sieciach znaków. O próbie rekonstrukcji poetyki (kulturowej) poezji okresu pozytywizmu;Sobieraj, Tomasz;mężczyzna;Forum Poetyki;Nr 7 (2017): zima 2017;;2017;;;104-109;Po 1989;2010
Forum_Poetyki_00001731;article;Scandinavian Crime Fiction, czyli kilka słów o śniegu, micie i morderstwach;Woroch, Adrianna;kobieta;Forum Poetyki;Nr 13 (2018): lato 2018;;2018;;;100-105;Po 1989;2010
Forum_Poetyki_00001756;article;Twórczość Józefa Wittlina – perspektywy krytycznogenetyczne;Wcisło, Maciej;mężczyzna;Forum Poetyki;Nr 22 (2020): jesień 2020;;2020;;;100-119;Po 1989;2020
Forum_Poetyki_00001775;article;„Za mało na ślad”. O Spisie z natury i innych wczesnych wierszach Krystyny Miłobędzkiej;Bogalecki, Piotr;mężczyzna;Forum Poetyki;Nr 24 (2021): wiosna 2021;;2021;;;62-83;Po 1989;2020
Forum_Poetyki_00001798;article;„Podoba mi się ten miszmasz”. Enumeracje Juliana Kornhausera;Piotrowska-Grot, Magdalena;kobieta;Forum Poetyki;Nr 26 (2021): jesień 2021;;2021;;;48-65;Po 1989;2020
Góry,_Literatura,_Kultura_00001952;article;Tatry i Zakopane w doświadczeniu Jerzego Żuławskiego;Straburzyńska-Glaner, Agnieszka;kobieta;Góry, Literatura, Kultura;Tom 11 (2017);;2017;;;399 - 422;Po 1989;2010
Góry,_Literatura,_Kultura_00001984;article;W naszej letniej stolicy… Satyra Ludwika Szczepańskiego na młodopolskich turystów w Tatrach;Bajda, Justyna;kobieta;Góry, Literatura, Kultura;Tom 12 (2018);;2018;;;287 - 302;Po 1989;2010
Jednak_Książki._Gdańskie_Czasopismo_Humanistyczne_00002155;article;O symbolice wiosny w zapomnianym dramacie Tadeusza Konczyńskiego;Chojnacka, Ewa;kobieta;Jednak Książki. Gdańskie Czasopismo Humanistyczne;Nr 4 (2015): O Młodej Polsce mniej znanej;;2015;;;77-102;Po 1989;2010
Konteksty_Kultury_00002267;article;Angelologia w ujęciu Mirona Białoszewskiego – wybrane kwestie;Józefa Kunicka-Synowiec;kobieta;Konteksty Kultury;Tom 7;;2011;;;12;Po 1989;2010
Konteksty_Kultury_00002279;article;Młodzi a świat dorosłych w powieściach dla młodzieży Małgorzaty Gutowskiej-Adamczyk;Jadwiga Miękina-Pindur;kobieta;Konteksty Kultury;Tom 10, Numer 1-2;;2013;;;13;Po 1989;2010
Konteksty_Kultury_00002394;article;O twórczości Anny Frajlich na Uniwersytecie Rzeszowskim;Anna Fiedeń;kobieta;Konteksty Kultury;Tom 13, Numer 3;;2016;;;328;Po 1989;2010
Konteksty_Kultury_00002412;article;Recht auf Heimat. Literackie echa górnośląskiej turystyki ojczyźnianej;Katarzyna Kuchowicz;kobieta;Konteksty Kultury;Tom 14 zeszyt 1;;2017;;;13;Po 1989;2010
Konteksty_Kultury_00002426;article;Kroki komandora Jerzego Lieberta. Konteksty interpretacyjne;Jadwiga Jęcz;kobieta;Konteksty Kultury;Tom 14 zeszyt 3;;2017;;;20;Po 1989;2010
Konteksty_Kultury_00002429;article;„Bezwstydne wstydy żarty” – poetyckie zabawy Janusza Szubera;Krystyna Latawiec;kobieta;Konteksty Kultury;Tom 14 zeszyt 3;;2017;;;14;Po 1989;2010
Konteksty_Kultury_00002440;article;Między kreacją a świadectwem. Kilka uwag lekturowych na przykładzie poezji lagrowej Grażyny Chrostowskiej i Zofii Romanowiczowej;Violetta Wejs-Milewska;kobieta;Konteksty Kultury;Tom 14 zeszyt 4;;2017;;;12;Po 1989;2010
Konteksty_Kultury_00002448;article;Żywa pracownia. O studiach nad brulionami Zbigniewa Herberta (Pracownia Herberta. Studia nad procesem tekstotwórczym, red. M. Antoniuk, Wydawnictwo Uniwersytetu Jagiellońskiego, Kraków 2017, ss. 502);Jerzy Borowczyk;mężczyzna;Konteksty Kultury;Tom 15 zeszyt 1;;2018;;;7;Po 1989;2010
Konteksty_Kultury_00002451;article;Nie-ludzka nieśmiertelność – kilka filozoficznych uwag na temat idei wieczności w poezji Zbigniewa Herberta;Ireneusz Ziemiński;mężczyzna;Konteksty Kultury;Tom 15 zeszyt 1;;2018;;;23;Po 1989;2010
Konteksty_Kultury_00002497;article;Mądry błazen, szpital wariatów i geopolityka. Dzienniki Stefana Kisielewskiego jako narracja kontrhegemoniczna;Michał Kopczyk;mężczyzna;Konteksty Kultury;Tom 16 zeszyt 2;;2019;;;16;Po 1989;2010
Konteksty_Kultury_00002508;article;Różyckiego portret wielokrotny (Obroty liter. Szkice o twórczości Tomasza Różyckiego, red. Anna Czabanowska-Wróbel, Magdalena Rabizo-Birek, Universitas, Kraków 2019, ss. 500);Małgorzata Zemła;kobieta;Konteksty Kultury;Tom 16 zeszyt 3;;2019;;;8;Po 1989;2010
Konteksty_Kultury_00002516;article;Vargas Llosa i tubylcy. O poznaniu Innego dla siebie samego;Nina Pluta;kobieta;Konteksty Kultury;Tom 16 zeszyt 3;;2019;;;17;Po 1989;2010
polona0000001900_16_381-401;;Ludy Mahometańskie;Kremer, Józef;mężczyzna;Listy z Krakowa. T. 1, Wstępne zasady estetyki i Dzieje artystycznéj fantazyi : część piérwsza;;;;1877;;;Pozytywizm;1870
Konteksty_Kultury_00002608;article;Dziwne, dziwniejsze, najpotrzebniejsze, czyli queer a la polacca (Dezorientacje. Antologia polskiej literatury queer, red. A. Amenta, T, Kaliściak, B. Warkocki, Wydawnictwo Krytyki Politycznej, I i II wyd. Warszawa 2021).;Ewa Chudoba;kobieta;Konteksty Kultury;Tom 18 zeszyt 4;;2021;;;623;Po 1989;2020
Konteksty_Kultury_00002624;article;Tadeusz Różewicz i biedny poeta Stachura. Spotkanie w pół drogi;Zbigniew Majchrowski;mężczyzna;Konteksty Kultury;Tom 19 zeszyt 1;;2022;;;14;Po 1989;2020
Konteksty_Kultury_00002645;article;Z kosmosu na Ziemię… i z powrotem (Agnieszka Gajewska, Stanisław Lem. Wypędzony z Wysokiego Zamku. Biografia, Wydawnictwo Literackie, Kraków 2021, ss. 712);Paweł Majewski;mężczyzna;Konteksty Kultury;Tom 19 zeszyt 3;;2022;;;5;Po 1989;2020
Konteksty_Kultury_00002653;article;Sebastian Petrycy – poeta zapomniany;Agnieszka Michalkiewicz-Gorol;kobieta;Konteksty Kultury;Tom 8;;2012;;;9;Po 1989;2010
Konteksty_Kultury_00002663;article;Spotkania (o pisarstwie Wojciecha Kudyby);Wojciech Ligęza;mężczyzna;Konteksty Kultury;Tom 8;;2012;;;16;Po 1989;2010
